Date,Number/Day,Percent with Soap wrt Number,Total Time (s),Percent with Soap wrt Time,Average time per handwash,,,,,,
2019-07-09,5538,0.2296211,38766,0.5751417,7,,,,,,
2019-07-10,4299,0.4272142,51588,0.4086932,12,,,,,,
2019-07-11,4753,0.7264182,38024,0.8383117,8,,,,,,
2019-07-12,5974,0.3930716,71688,0.2510524,12,,,,,,
2019-07-13,568,0.5153137,5112,0.2345818,9,,,,,,
2019-07-14,774,0.2310947,8514,0.3200737,11,,,,,,
2019-07-15,6774,0.4003707,74514,0.7727958,11,,,,,,
2019-07-16,5383,0.2092722,59213,0.8541678,11,,,,,,
2019-07-17,6660,0.2757444,46620,0.7935778,7,,,,,,
2019-07-18,4903,0.304016,39224,0.2503889,8,,,,,,
2019-07-19,4100,0.2178082,28700,0.4919658,7,,,,,,
2019-07-20,420,0.830943,5040,0.7050009,12,,,,,,
2019-07-21,717,0.8877147,5736,0.2493497,8,,,,,,
2019-07-22,4909,0.5419325,58908,0.5904832,12,,,,,,
2019-07-23,6752,0.5081894,81024,0.1745713,12,,,,,,
2019-07-24,5650,0.5934673,50850,0.6892174,9,,,,,,
2019-07-25,5454,0.6741888,65448,0.440232,12,,,,,,
2019-07-26,4405,0.6166708,48455,0.4017555,11,,,,,,
2019-07-27,365,0.3280189,5110,0.1069059,14,,,,,,
2019-07-28,605,0.782645,4840,0.1332029,8,,,,,,
2019-07-29,4866,0.2220676,48660,0.3868979,10,,,,,,
2019-07-30,7920,0.2475435,110880,0.2049845,14,,,,,,
2019-07-31,7311,0.3781038,58488,0.6441328,8,,,,,,
2019-08-01,7879,0.641172,102427,0.2129629,13,,,,,,
2019-08-02,6292,0.5736553,75504,0.0689864,12,,,,,,
2019-08-03,455,0.6721723,6370,0.1087235,14,,,,,,
2019-08-04,483,0.4848225,5313,0.342995,11,,,,,,
2019-08-05,6632,0.8100733,79584,0.260898,12,,,,,,
2019-08-06,3645,0.2868516,36450,0.1152416,10,,,,,,
2019-08-07,7362,0.4965704,103068,0.5126589,14,,,,,,
2019-08-08,6450,0.399033,45150,0.1098347,7,,,,,,
2019-08-09,7871,0.803492,55097,0.3170343,7,,,,,,
2019-08-10,464,0.3666319,3712,0.3539113,8,,,,,,
2019-08-11,409,0.8339231,3272,0.8077401,8,,,,,,
2019-08-12,3663,0.5117935,32967,0.4130816,9,,,,,,
2019-08-13,6565,0.4108221,72215,0.5796559,11,,,,,,
2019-08-14,6638,0.6835147,59742,0.601415,9,,,,,,
2019-08-15,3974,0.4418295,27818,0.4476146,7,,,,,,
2019-08-16,3685,0.524345,51590,0.5198883,14,,,,,,
2019-08-17,524,0.6709853,4192,0.2129176,8,,,,,,
2019-08-18,427,0.548729,4270,0.2595919,10,,,,,,
2019-08-19,6014,0.5803152,48112,0.6527608,8,,,,,,
2019-08-20,5874,0.5697877,76362,0.2187994,13,,,,,,
2019-08-21,5092,0.6327788,35644,0.5084465,7,,,,,,
2019-08-22,5312,0.6870233,79680,0.8124335,15,,,,,,
2019-08-23,4088,0.7052116,61320,0.2020839,15,,,,,,
2019-08-24,338,0.8880839,4056,0.824447,12,,,,,,
2019-08-25,521,0.5928778,6252,0.3023584,12,,,,,,
2019-08-26,4532,0.8710306,67980,0.6221094,15,,,,,,
2019-08-27,7410,0.7338525,103740,0.3499567,14,,,,,,
2019-08-28,7617,0.4666085,68553,0.3829956,9,,,,,,
2019-08-29,5913,0.350606,82782,0.2408295,14,,,,,,
2019-08-30,6576,0.5452395,65760,0.1794612,10,,,,,,
2019-08-31,451,0.6978442,3608,0.7137686,8,,,,,,
2019-09-01,679,0.7953509,5432,0.6253217,8,,,,,,
2019-09-02,4840,0.3068466,62920,0.5076946,13,,,,,,
2019-09-03,7242,0.6497635,101388,0.7812045,14,,,,,,
2019-09-04,4401,0.4453207,61614,0.1891815,14,,,,,,
2019-09-05,6940,0.3977799,76340,0.6852952,11,,,,,,
2019-09-06,7385,0.8703213,110775,0.6354207,15,,,,,,
2019-09-07,373,0.3500692,4476,0.2007501,12,,,,,,
2019-09-08,333,0.3728009,2997,0.8554338,9,,,,,,
2019-09-09,7952,0.570143,63616,0.4177591,8,,,,,,
2019-09-10,6660,0.4642668,66600,0.6534855,10,,,,,,
2019-09-11,3799,0.3903083,37990,0.5852485,10,,,,,,
2019-09-12,5085,0.6578579,40680,0.3534925,8,,,,,,
2019-09-13,6502,0.6593322,65020,0.6115188,10,,,,,,
2019-09-14,544,0.5917242,8160,0.6621544,15,,,,,,
2019-09-15,335,0.2215938,4020,0.8867167,12,,,,,,
2019-09-16,3858,0.3767773,30864,0.2537844,8,,,,,,
2019-09-17,4624,0.7591407,64736,0.1529025,14,,,,,,
2019-09-18,5239,0.7326709,62868,0.4136041,12,,,,,,
2019-09-19,5657,0.8125027,56570,0.8689598,10,,,,,,
2019-09-20,3685,0.5986492,36850,0.097913,10,,,,,,
2019-09-21,577,0.4189061,6347,0.6224559,11,,,,,,
2019-09-22,526,0.2749246,4734,0.0768577,9,,,,,,
2019-09-23,3900,0.4637198,54600,0.4667904,14,,,,,,
2019-09-24,4456,0.2538977,35648,0.8889407,8,,,,,,
2019-09-25,7683,0.2971559,61464,0.3113445,8,,,,,,
2019-09-26,4485,0.8837985,31395,0.4134246,7,,,,,,
2019-09-27,4950,0.5960795,39600,0.5633697,8,,,,,,
2019-09-28,489,0.7635446,4890,0.8582329,10,,,,,,
2019-09-29,669,0.5100077,4683,0.7559139,7,,,,,,
2019-09-30,3652,0.8564222,54780,0.184816,15,,,,,,
2019-10-01,6071,0.4154265,72852,0.1337078,12,,,,,,
2019-10-02,4017,0.8650014,36153,0.6488572,9,,,,,,
2019-10-03,3841,0.7776161,53774,0.572077,14,,,,,,
2019-10-04,6244,0.7303909,49952,0.3856582,8,,,,,,
2019-10-05,357,0.2746195,3927,0.1208498,11,,,,,,
2019-10-06,701,0.7307825,10515,0.2260896,15,,,,,,
2019-10-07,4999,0.5524002,49990,0.4983035,10,,,,,,
2019-10-08,7055,0.4697007,49385,0.4769224,7,,,,,,
2019-10-09,6616,0.5621797,72776,0.200274,11,,,,,,
2019-10-10,5510,0.4648042,77140,0.8344852,14,,,,,,
2019-10-11,5196,0.2628657,41568,0.834017,8,,,,,,
2019-10-12,330,0.3658276,4290,0.7854938,13,,,,,,
2019-10-13,474,0.394714,6162,0.3720492,13,,,,,,
2019-10-14,3708,0.4067559,33372,0.7033848,9,,,,,,
2019-10-15,7570,0.8503329,52990,0.469186,7,,,,,,
2019-10-16,4649,0.5843973,46490,0.2890874,10,,,,,,
2019-10-17,7762,0.3012188,54334,0.7083255,7,,,,,,
2019-10-18,4259,0.2139279,59626,0.0908469,14,,,,,,
2019-10-19,287,0.6497254,3444,0.4747392,12,,,,,,
2019-10-20,593,0.7835356,5337,0.1118765,9,,,,,,
2019-10-21,5036,0.7474866,45324,0.6907681,9,,,,,,
2019-10-22,7955,0.4571767,71595,0.2782236,9,,,,,,
2019-10-23,5465,0.83457,38255,0.2221385,7,,,,,,
2019-10-24,7627,0.8944952,99151,0.5844863,13,,,,,,
2019-10-25,5718,0.2127111,85770,0.0851892,15,,,,,,
2019-10-26,296,0.543652,4144,0.8771968,14,,,,,,
2019-10-27,462,0.7832743,3696,0.8131403,8,,,,,,
2019-10-28,6449,0.6608691,96735,0.7334573,15,,,,,,
2019-10-29,5773,0.4128745,57730,0.7285743,10,,,,,,
2019-10-30,6935,0.5373027,48545,0.580738,7,,,,,,
2019-10-31,4691,0.6677113,56292,0.2039264,12,,,,,,
2019-11-01,5573,0.2619061,72449,0.1943427,13,,,,,,
2019-11-02,549,0.433394,7686,0.4042061,14,,,,,,
2019-11-03,626,0.3240517,6886,0.8716432,11,,,,,,
2019-11-04,6997,0.2848695,83964,0.0922,12,,,,,,
2019-11-05,5833,0.3530384,81662,0.8463743,14,,,,,,
2019-11-06,3867,0.4378123,30936,0.2532132,8,,,,,,
2019-11-07,3710,0.458058,48230,0.6636517,13,,,,,,
2019-11-08,6494,0.2978208,51952,0.3722794,8,,,,,,
2019-11-09,417,0.301927,3753,0.7525068,9,,,,,,
2019-11-10,524,0.8698365,4716,0.1833087,9,,,,,,
2019-11-11,7805,0.3602747,70245,0.4110645,9,,,,,,
2019-11-12,5045,0.4704467,75675,0.1276477,15,,,,,,
2019-11-13,3851,0.2271516,57765,0.8358805,15,,,,,,
2019-11-14,3766,0.7854517,33894,0.4862405,9,,,,,,
2019-11-15,4664,0.3652492,46640,0.505524,10,,,,,,
2019-11-16,560,0.7841371,7840,0.1686981,14,,,,,,
2019-11-17,733,0.8659345,5864,0.7036925,8,,,,,,
2019-11-18,7261,0.2033902,65349,0.1824109,9,,,,,,
2019-11-19,6965,0.7287158,90545,0.2836302,13,,,,,,
2019-11-20,7275,0.7047923,80025,0.0903291,11,,,,,,
2019-11-21,5235,0.7722716,73290,0.6920724,14,,,,,,
2019-11-22,7482,0.6314621,74820,0.6208656,10,,,,,,
2019-11-23,388,0.6771812,4268,0.1413135,11,,,,,,
2019-11-24,709,0.8759428,9926,0.5084883,14,,,,,,
2019-11-25,3915,0.8256999,58725,0.3107375,15,,,,,,
2019-11-26,5641,0.671279,62051,0.3041073,11,,,,,,
2019-11-27,6446,0.549171,51568,0.1343067,8,,,,,,
2019-11-28,7567,0.3475323,90804,0.6455812,12,,,,,,
2019-11-29,4093,0.2580953,28651,0.8212301,7,,,,,,
2019-11-30,543,0.6752144,6516,0.8960619,12,,,,,,
2019-12-01,389,0.4046758,5446,0.6468384,14,,,,,,
2019-12-02,4061,0.839094,28427,0.6387843,7,,,,,,
2019-12-03,5866,0.5231382,76258,0.4550488,13,,,,,,
2019-12-04,4079,0.7356714,32632,0.2975154,8,,,,,,
2019-12-05,7847,0.5926021,78470,0.4663772,10,,,,,,
2019-12-06,4172,0.817955,58408,0.290966,14,,,,,,
2019-12-07,313,0.3239552,2817,0.8141403,9,,,,,,
2019-12-08,610,0.3015,8540,0.5184859,14,,,,,,
2019-12-09,6930,0.3847573,76230,0.0725736,11,,,,,,
2019-12-10,5508,0.6230427,60588,0.0949138,11,,,,,,
2019-12-11,6674,0.6696614,93436,0.2450664,14,,,,,,
2019-12-12,5891,0.7399513,70692,0.0949861,12,,,,,,
2019-12-13,3757,0.6758884,52598,0.3014438,14,,,,,,
2019-12-14,445,0.6833567,4895,0.4234037,11,,,,,,
2019-12-15,441,0.8363248,5733,0.8238333,13,,,,,,
2019-12-16,3674,0.5893533,33066,0.2309618,9,,,,,,
2019-12-17,6028,0.8746078,42196,0.3651013,7,,,,,,
2019-12-18,6111,0.3508908,61110,0.7821813,10,,,,,,
2019-12-19,3684,0.761981,51576,0.3156471,14,,,,,,
2019-12-20,6999,0.4389208,90987,0.6839533,13,,,,,,
2019-12-21,471,0.4685824,3297,0.3830721,7,,,,,,
2019-12-22,736,0.2498961,5888,0.1233529,8,,,,,,
2019-12-23,6422,0.5901661,77064,0.2575205,12,,,,,,
2019-12-24,6340,0.6771866,44380,0.592769,7,,,,,,
2019-12-25,7200,0.8337273,93600,0.5941223,13,,,,,,
2019-12-26,3564,0.5492457,53460,0.3661244,15,,,,,,
2019-12-27,7231,0.2114273,108465,0.528152,15,,,,,,
2019-12-28,432,0.3975002,3456,0.7706814,8,,,,,,
2019-12-29,312,0.2401939,4680,0.2429894,15,,,,,,
2019-12-30,4694,0.4013466,56328,0.5600397,12,,,,,,
2019-12-31,5113,0.4289002,51130,0.7872461,10,,,,,,
2020-01-01,7679,0.7779455,61432,0.340094,8,,,,,,
2020-01-02,7154,0.3587602,100156,0.685236,14,,,,,,
2020-01-03,5123,0.660102,76845,0.7114054,15,,,,,,
2020-01-04,337,0.5501896,4718,0.8778987,14,,,,,,
2020-01-05,692,0.3229894,4844,0.5023469,7,,,,,,
2020-01-06,5971,0.2763155,59710,0.7651661,10,,,,,,
2020-01-07,5139,0.3624366,51390,0.2556283,10,,,,,,
2020-01-08,7753,0.5426127,69777,0.2788333,9,,,,,,
2020-01-09,5379,0.7221444,43032,0.8514253,8,,,,,,
2020-01-10,5752,0.3175772,86280,0.3518003,15,,,,,,
2020-01-11,501,0.6608366,4509,0.7538129,9,,,,,,
2020-01-12,346,0.4521122,3806,0.2578493,11,,,,,,
2020-01-13,4083,0.28046,53079,0.1759619,13,,,,,,
2020-01-14,4600,0.5170107,55200,0.4116952,12,,,,,,
2020-01-15,4521,0.3300451,54252,0.3343865,12,,,,,,
2020-01-16,4780,0.2342756,33460,0.2061527,7,,,,,,
2020-01-17,7041,0.8289592,70410,0.3028466,10,,,,,,
2020-01-18,322,0.8719568,2254,0.3991798,7,,,,,,
2020-01-19,319,0.259004,3828,0.2197281,12,,,,,,
2020-01-20,7902,0.6036015,63216,0.5122974,8,,,,,,
2020-01-21,7160,0.8507911,100240,0.6854906,14,,,,,,
2020-01-22,7899,0.6179534,78990,0.7719714,10,,,,,,
2020-01-23,7405,0.713868,111075,0.788486,15,,,,,,
2020-01-24,6654,0.4672044,46578,0.7892494,7,,,,,,
2020-01-25,443,0.5306741,6645,0.6335526,15,,,,,,
2020-01-26,474,0.3528714,4740,0.2480048,10,,,,,,
2020-01-27,3847,0.2848971,42317,0.5897235,11,,,,,,
2020-01-28,5081,0.8921158,60972,0.1707688,12,,,,,,
2020-01-29,6782,0.812392,81384,0.4133827,12,,,,,,
2020-01-30,5444,0.4018741,59884,0.5265095,11,,,,,,
2020-01-31,7350,0.677145,88200,0.44842,12,,,,,,
2020-02-01,405,0.4074625,4455,0.6723612,11,,,,,,
2020-02-02,566,0.7041871,3962,0.1536391,7,,,,,,
2020-02-03,4989,0.2415792,69846,0.2858553,14,,,,,,
2020-02-04,7194,0.7342274,79134,0.1064298,11,,,,,,
2020-02-05,3759,0.4623382,45108,0.2674358,12,,,,,,
2020-02-06,6450,0.7986373,64500,0.5071746,10,,,,,,
2020-02-07,5292,0.2206212,42336,0.4709139,8,,,,,,
2020-02-08,427,0.7760688,4697,0.5357186,11,,,,,,
2020-02-09,454,0.8275198,4540,0.8376153,10,,,,,,
2020-02-10,5295,0.5069557,42360,0.2505292,8,,,,,,
